   1.358    1.66    2.36    1.91    1.06    2.86    3.19    0.22    1.95    1.38    1.09    2.88   1.515       1
   1.368    1.83    2.36    1.72    1.04    2.42    2.69    0.42    1.97   0.768    1.23    2.87    0.99       1
   1.376    1.53     2.7    1.95    1.32    2.95    2.74     0.5    1.35    1.08    1.25       3   1.235       1
   1.351     1.8    2.65     1.9     1.1    2.35    2.53    0.29    1.54    0.84     1.1    2.87   1.095       1
   1.348    1.81    2.41    2.05       1     2.7    2.98    0.26    1.86    1.02    1.04    3.47    0.92       1
   1.328    1.64    2.84    1.55     1.1     2.6    2.68    0.34    1.36    0.92    1.09    2.78    0.88       1
   1.305    1.65    2.55     1.8    0.98    2.45    2.43    0.29    1.44    0.85    1.12    2.51   1.105       1
   1.307     1.5     2.1    1.55    0.98     2.4    2.64    0.28    1.37    0.74    1.18    2.69    1.02       1
   1.422    3.99    2.51    1.32    1.28       3    3.04     0.2    2.08    1.02    0.89    3.53    0.76       1
   1.356    1.71    2.31    1.62    1.17    3.15    3.29    0.34    2.34   1.226    0.95    3.38   0.795       1
   1.341    3.84    2.12    1.88     0.9    2.45    2.68    0.27    1.48   0.856    0.91       3   1.035       1
   1.388    1.89    2.59     1.5    1.01    3.25    3.56    0.17     1.7   1.086    0.88    3.56   1.095       1
   1.324    3.98    2.29    1.75    1.03    2.64    2.63    0.32    1.66   0.872    0.82       3    0.68       1
   1.305    1.77     2.1     1.7    1.07       3       3    0.28    2.03   1.008    0.88    3.35   0.885       1
   1.421    4.04    2.44    1.89    1.11    2.85    2.65     0.3    1.25   1.048    0.87    3.33    1.08       1
   1.438    3.59    2.28     1.6    1.02    3.25    3.17    0.27    2.19    0.98    1.04    3.44   1.065       1
    1.39    1.68    2.12     1.6    1.01     3.1    3.39    0.21    2.14    1.22    0.91    3.33   0.985       1
    1.41    2.02     2.4    1.88    1.03    2.75    2.92    0.32    2.38    1.24    1.07    2.75    1.06       1
   1.394    1.73    2.27    1.74    1.08    2.88    3.54    0.32    2.08    1.78    1.12     3.1    1.26       1
   1.305    1.73    2.04    1.24    0.92    2.72    3.27    0.17    2.91    1.44    1.12    2.91    1.15       1
   1.383    1.65     2.6    1.72    0.94    2.45    2.99    0.22    2.29    1.12    1.24    3.37   1.265       1
   1.382    1.75    2.42     1.4    1.11    3.88    3.74    0.32    1.87    1.41    1.01    3.26    1.19       1
   1.377     1.9    2.68    1.71    1.15       3    2.79    0.39    1.68    1.26    1.13    2.93   1.375       1
   1.374    1.67    2.25    1.64    1.18     2.6     2.9    0.21    1.62    1.17    0.92     3.2    1.06       1
   1.356    1.73    2.46    2.05    1.16    2.96    2.78     0.2    2.45    1.25    0.98    3.03    1.12       1
   1.422     1.7     2.3    1.63    1.18     3.2       3    0.26    2.03   1.276    0.94    3.31    0.97       1
   1.329    1.97    2.68    1.68    1.02       3    3.23    0.31    1.66     1.2    1.07    2.84    1.27       1
   1.372    1.43     2.5    1.67    1.08     3.4    3.67    0.19    2.04    1.36    0.89    2.87   1.285       1
   1.237    0.94    1.36    1.06    0.88    1.98    0.57    0.28    0.42    0.39    1.05    1.82    0.52       2
   1.233     1.1    2.28     1.6    1.01    2.05    1.09    0.63    0.41   0.654    1.25    1.67    0.68       2
   1.264    1.36    2.02    1.68       1    2.02    1.41    0.53    0.62    1.15    0.98    1.59    0.45       2
   1.367    1.25    1.92     1.8    0.94     2.1    1.79    0.32    0.73    0.76    1.23    2.46    0.63       2
   1.237    1.13    2.16     1.9    0.87     3.5     3.1    0.19    1.87    0.89    1.22    2.87    0.42       2
   1.217    1.45    2.53     1.9    1.04    1.89    1.75    0.45    1.03    0.59    1.45    2.23   0.355       2
   1.237    1.21    2.56    1.81    0.98    2.42    2.65    0.37    2.08    0.92    1.19     2.3   0.678       2
   1.311    1.01     1.7     1.5    0.78    2.98    3.18    0.26    2.28    1.06    1.12    3.18   0.502       2
   1.237    1.17    1.92    1.96    0.78    2.11       2    0.27    1.04   0.936    1.12    3.48    0.51       2
   1.334    0.94    2.36     1.7     1.1    2.53     1.3    0.55    0.42   0.634    1.02    1.93    0.75       2
   1.221    1.19    1.75    1.68    1.51    1.85    1.28    0.14     2.5    0.57    1.28    3.07   0.718       2
   1.229    1.61    2.21    2.04    1.03     1.1    1.02    0.37    1.46    0.61   0.906    1.82    0.87       2
   1.386    1.51    2.67     2.5    0.86    2.95    2.86    0.21    1.87   0.676    1.36    3.16    0.41       2
   1.349    1.66    2.24     2.4    0.87    1.88    1.84    0.27    1.03   0.748    0.98    2.78   0.472       2
   1.299    1.67     2.6       3    1.39     3.3    2.89    0.21    1.96    0.67    1.31     3.5   0.985       2
   1.196    1.09     2.3     2.1    1.01    3.38    2.14    0.13    1.65   0.642    0.99    3.13   0.886       2
   1.166    1.88    1.92     1.6    0.97    1.61    1.57    0.34    1.15    0.76    1.23    2.14   0.428       2
   1.303     0.9    1.71     1.6    0.86    1.95    2.03    0.24    1.46    0.92    1.19    2.48   0.392       2
   1.184    2.89    2.23     1.8    1.12    1.72    1.32    0.43    0.95    0.53    0.96    2.52     0.5       2
   1.233    0.99    1.95    1.48    1.36     1.9    1.85    0.35    2.76    0.68    1.06    2.31    0.75       2
    1.27    3.87     2.4     2.3    1.01    2.83    2.55    0.43    1.95   0.514    1.19    3.13   0.463       2
     1.2    0.92       2     1.9    0.86    2.42    2.26     0.3    1.43     0.5    1.38    3.12   0.278       2
   1.272    1.81     2.2    1.88    0.86     2.2    2.53    0.26    1.77    0.78    1.16    3.14   0.714       2
   1.208    1.13    2.51     2.4    0.78       2    1.58     0.4     1.4    0.44    1.31    2.72    0.63       2
   1.305    3.86    2.32    2.25    0.85    1.65    1.59    0.61    1.62    0.96    0.84    2.01   0.515       2
   1.184    0.89    2.58     1.8    0.94     2.2    2.21    0.22    2.35    0.61    0.79    3.08    0.52       2
   1.267    0.98    2.24     1.8    0.99     2.2    1.94     0.3    1.46   0.524    1.23    3.16    0.45       2
   1.216    1.61    2.31    2.28     0.9    1.78    1.69    0.43    1.56    0.49    1.33    2.26   0.495       2
   1.165    1.67    2.62     2.6    0.88    1.92    1.61     0.4    1.34    0.52    1.36    3.21   0.562       2
   1.164    2.06    2.46    2.16    0.84    1.95    1.69    0.48    1.35    0.56       1    2.75    0.68       2
   1.208    1.33     2.3    2.36     0.7     2.2    1.59    0.42    1.38   0.348    1.07    3.21   0.625       2
   1.208    1.83    2.32    1.85    0.81     1.6     1.5    0.52    1.64    0.48    1.08    2.27    0.48       2
     1.2    1.51    2.42     2.2    0.86    1.45    1.25     0.5    1.63    0.72    1.05    2.65    0.45       2
   1.269    1.53    2.26    2.07     0.8    1.38    1.46    0.58    1.62    0.61    0.96    2.06   0.495       2
   1.229    2.83    2.22     1.8    0.88    2.45    2.25    0.25    1.99    0.43    1.15     3.3    0.29       2
   1.162    1.99    2.28     1.8    0.98    3.02    2.26    0.17    1.35    0.65    1.16    2.96   0.345       2
   1.247    1.52     2.2     1.9    1.62     2.5    2.27    0.32    3.28    0.52    1.16    2.63   0.937       2
   1.181    2.12    2.74    2.15    1.34     1.6    0.99    0.14    1.56     0.5    0.95    2.26   0.625       2
   1.229    1.41    1.98     1.6    0.85    2.55     2.5    0.29    1.77    0.58    1.23    2.74   0.428       2
   1.237    1.07     2.1    1.85    0.88    3.52    3.75    0.24    1.95     0.9    1.04    2.77    0.66       2
   1.229    3.17    2.21     1.8    0.88    2.85    2.99    0.45    2.81    0.46    1.42    2.83   0.406       2
   1.208    2.08     1.7    1.75    0.97    2.23    2.17    0.26     1.4    0.66    1.27    2.96    0.71       2
    1.26    1.34     1.9    1.85    0.88    1.45    1.36    0.29    1.35    0.49    1.04    2.77   0.562       2
   1.234    2.45    2.46     2.1    0.98    2.56    2.11    0.34    1.31    0.56     0.8    3.38   0.438       2
   1.182    1.72    1.88    1.95    0.86     2.5    1.64    0.37    1.42   0.412    0.94    2.44   0.415       2
   1.251    1.73    1.98    2.05    0.85     2.2    1.92    0.32    1.48   0.588    1.04    3.57   0.672       2
   1.242    2.55    2.27     2.2     0.9    1.68    1.84    0.66    1.42    0.54    0.86     3.3   0.315       2
   1.225    1.73    2.12     1.9     0.8    1.65    2.03    0.37    1.63    0.68       1    3.17    0.51       2
   1.272    1.75    2.28    2.25    0.84    1.38    1.76    0.48    1.63    0.66    0.88    2.42   0.488       2
   1.222    1.29    1.94     1.9    0.92    2.36    2.04    0.39    2.08    0.54    0.86    3.02   0.312       2
   1.161    1.35     2.7       2    0.94    2.74    2.92    0.29    2.49    0.53    0.96    3.26    0.68       2
   1.146    3.74    1.82    1.95    1.07    3.18    2.58    0.24    3.58    0.58    0.75    2.81   0.562       2
   1.252    2.43    2.17     2.1    0.88    2.55    2.27    0.26    1.22     0.4     0.9    2.78   0.325       2
   1.176    2.68    2.92       2    1.03    1.75    2.03     0.6    1.05    0.76    1.23     2.5   0.607       2
   1.141    0.74     2.5     2.1    0.88    2.48    2.01    0.42    1.44   0.616     1.1    2.31   0.434       2
   1.208    1.39     2.5    2.25    0.84    2.56    2.29    0.43    1.04    0.58    0.93    3.19   0.385       2
   1.103    1.51     2.2    2.15    0.85    2.46    2.17    0.52    2.01    0.38    1.71    2.87   0.407       2
   1.182    1.47    1.99    2.08    0.86    1.98     1.6     0.3    1.53    0.39    0.95    3.33   0.495       2
   1.242    1.61    2.19    2.25    1.08       2    2.09    0.34    1.61   0.412    1.06    2.96   0.345       2
   1.277    3.43    1.98     1.6     0.8    1.63    1.25    0.43    0.83    0.68     0.7    2.12   0.372       2
     1.2    3.43       2     1.9    0.87       2    1.64    0.37    1.87   0.256    0.93    3.05   0.564       2
   1.145     2.4    2.42       2    0.96     2.9    2.79    0.32    1.83    0.65     0.8    3.39   0.625       2
   1.156    2.05    3.23    2.85    1.19    3.18    5.08    0.47    1.87     1.2    0.93    3.69   0.465       2
   1.242    4.43    2.73    2.65    1.02     2.2    2.13    0.43    1.71   0.416    0.92    3.12   0.365       2
   1.305     5.8    2.13    2.15    0.86    2.62    2.65     0.3    2.01    0.52    0.73     3.1    0.38       2
   1.187    4.31    2.39     2.1    0.82    2.86    3.03    0.21    2.91    0.56    0.75    3.64    0.38       2
   1.207    2.16    2.17     2.1    0.85     2.6    2.65    0.37    1.35   0.552    0.86    3.28   0.378       2
   1.243    1.53    2.29    2.15    0.86    2.74    3.15    0.39    1.77   0.788    0.69    2.84   0.352       2
   1.179    2.13    2.78    2.85    0.92    2.13    2.24    0.58    1.76     0.6    0.97    2.44   0.466       2
   1.237    1.63     2.3    2.45    0.88    2.22    2.45     0.4     1.9   0.424    0.89    2.78   0.342       2
   1.204     4.3    2.38     2.2     0.8     2.1    1.75    0.42    1.35    0.52    0.79    2.57    0.58       2
   1.286    1.35    2.32     1.8    1.22    1.51    1.25    0.21    0.94    0.82    0.76    1.29    0.63       3
   1.288    2.99     2.4       2    1.04     1.3    1.22    0.24    0.83    1.08    0.74    1.42    0.53       3
   1.281    2.31     2.4     2.4    0.98    1.15    1.09    0.27    0.83    1.14    0.66    1.36    0.56       3
    1.27    3.55    2.36    2.15    1.06     1.7     1.2    0.17    0.84       1    0.78    1.29     0.6       3
   1.251    1.24    2.25    1.75    0.85       2    0.58     0.6    1.25    1.09    0.75    1.51    0.65       3
    1.26    2.46     2.2    1.85    0.94    1.62    0.66    0.63    0.94    1.42    0.73    1.58   0.695       3
   1.225    4.72    2.54     2.1    0.89    1.38    0.47    0.53     0.8    0.77    0.75    1.27    0.72       3
   1.253    5.51    2.64     2.5    0.96    1.79     0.6    0.63     1.1       1    0.82    1.69   0.515       3
   1.349    3.59    2.19    1.95    0.88    1.62    0.48    0.58    0.88    1.14    0.81    1.82    0.58       3
   1.284    2.96    2.61     2.4    1.01    2.32     0.6    0.53    0.81   0.984    0.89    2.15    0.59       3
   1.293    2.81     2.7     2.1    0.96    1.54     0.5    0.53    0.75    0.92    0.77    2.31     0.6       3
   1.336    2.56    2.35       2    0.89     1.4     0.5    0.37    0.64    1.12     0.7    2.47    0.78       3
   1.352    3.17    2.72    2.35    0.97    1.55    0.52     0.5    0.55    0.87    0.89    2.06    0.52       3
   1.362    4.95    2.35       2    0.92       2     0.8    0.47    1.02    0.88    0.91    2.05    0.55       3
   1.225    3.88     2.2    1.85    1.12    1.38    0.78    0.29    1.14   1.642    0.65       2   0.855       3
   1.316    3.57    2.15     2.1    1.02     1.5    0.55    0.43     1.3     0.8     0.6    1.68    0.83       3
   1.388    5.04    2.23       2     0.8    0.98    0.34     0.4    0.68    0.98    0.58    1.33   0.415       3
   1.287    4.61    2.48    2.15    0.86     1.7    0.65    0.47    0.86    1.53    0.54    1.86   0.625       3
   1.332    3.24    2.38    2.15    0.92    1.93    0.76    0.45    1.25   1.684    0.55    1.62    0.65       3
   1.308     3.9    2.36    2.15    1.13    1.41    1.39    0.34    1.14    1.88    0.57    1.33    0.55       3
    1.35    3.12    2.62     2.4    1.23     1.4    1.57    0.22    1.25    1.72    0.59     1.3     0.5       3
   1.279    2.67    2.48     2.2    1.12    1.48    1.36    0.24    1.26    2.16    0.48    1.47    0.48       3
   1.311     1.9    2.75    2.55    1.16     2.2    1.28    0.26    1.56    1.42    0.61    1.33   0.425       3
   1.323     3.3    2.28    1.85    0.98     1.8    0.83    0.61    1.87   2.104    0.56    1.51   0.675       3
   1.258    1.29     2.1       2    1.03    1.48    0.58    0.53     1.4    1.52    0.58    1.55    0.64       3
   1.317    5.19    2.32     2.2    0.93    1.74    0.63    0.61    1.55    1.58     0.6    1.48   0.725       3
   1.384    4.12    2.38    1.95    0.89     1.8    0.83    0.48    1.56   1.802    0.57    1.64    0.48       3
   1.245    3.03    2.64     2.7    0.97     1.9    0.58    0.63    1.14     1.5    0.67    1.73    0.88       3
   1.434    1.68     2.7     2.5    0.98     2.8    1.31    0.53     2.7     2.6    0.57    1.96    0.66       3
   1.348    1.67    2.64    2.25    0.89     2.6     1.1    0.52    2.29    2.35    0.57    1.78    0.62       3
   1.236    3.83    2.38     2.1    0.88     2.3    0.92     0.5    1.04    1.53    0.56    1.58    0.52       3
   1.369    3.26    2.54       2    1.07    1.83    0.56     0.5     0.8   1.176    0.96    1.82    0.68       3
   1.285    3.27    2.58     2.2    1.06    1.65     0.6     0.6    0.96   1.116    0.87    2.11    0.57       3
   1.296    3.45    2.35    1.85    1.06    1.39     0.7     0.4    0.94   1.056    0.68    1.75   0.675       3
   1.378    2.76     2.3     2.2     0.9    1.35    0.68    0.41    1.03   1.916     0.7    1.68   0.615       3
   1.373    4.36    2.26    2.25    0.88    1.28    0.47    0.52    1.15   1.324    0.78    1.75    0.52       3
   1.345     3.7     2.6     2.3    1.11     1.7    0.92    0.43    1.46   2.136    0.85    1.56   0.695       3
   1.282    3.37     2.3    1.95    0.88    1.48    0.66     0.4    0.97   2.052    0.72    1.75   0.685       3
   1.358    2.58    2.69    2.45    1.05    1.55    0.84    0.39    1.54   1.732    0.74     1.8    0.75       3
    1.34     4.6    2.86     2.5    1.12    1.98    0.96    0.27    1.11     1.7    0.67    1.92    0.63       3
    1.22    3.03    2.32     1.9    0.96    1.25    0.49     0.4    0.73     1.1    0.66    1.83    0.51       3
   1.277    2.39    2.28    1.95    0.86    1.39    0.51    0.48    0.64    1.98    0.57    1.63    0.47       3
   1.416    2.51    2.48       2    0.91    1.68     0.7    0.44    1.24    1.94    0.62    1.71    0.66       3
   1.371    5.65    2.45    2.05    0.95    1.68    0.61    0.52    1.06    1.54    0.64    1.74    0.74       3
    1.34    3.91    2.48     2.3    1.02     1.8    0.75    0.43    1.41    1.46     0.7    1.56    0.75       3
   1.327    4.28    2.26       2     1.2    1.59    0.69    0.43    1.35    2.04    0.59    1.56   0.835       3
   1.317    2.59    2.37       2     1.2    1.65    0.68    0.53    1.46    1.86     0.6    1.62    0.84       3
   1.413     4.1    2.74    2.45    0.96    2.05    0.76    0.56    1.35    1.84    0.61     1.6    0.56       3
